CSDUID,CSD,Period,IndicatorSummaryDescription,Gender,UnitOfMeasure,OriginalValue
4807004,Czar,1986,Unemployment Rate,Both,,0.00000
4807004,Czar,1991,Unemployment Rate,Both,,0.00000
4807004,Czar,1996,Unemployment Rate,Both,,0.00000
4807004,Czar,2001,Unemployment Rate,Both,,0.11100
4807004,Czar,2006,Unemployment Rate,Both,,0.00000
4807004,Czar,2011,Unemployment Rate,Both,,0.00000
4807004,Czar,2016,Unemployment Rate,Both,,0.00000
4807004,Czar,2021,Unemployment Rate,Both,,0.19000
4807004,Czar,1981,Employment Rate,Female,,0.30769
4807004,Czar,1986,Employment Rate,Female,,0.46667
4807004,Czar,1991,Employment Rate,Female,,0.53846
4807004,Czar,1996,Employment Rate,Female,,0.46667
4807004,Czar,2001,Employment Rate,Female,,0.33333
4807004,Czar,2006,Employment Rate,Female,,0.84615
4807004,Czar,2011,Employment Rate,Female,,0.40000
4807004,Czar,2016,Employment Rate,Female,,0.52900
4807004,Czar,2021,Employment Rate,Female,,0.39000
4807004,Czar,1981,Employment Rate,Male,,0.62500
4807004,Czar,1986,Employment Rate,Male,,0.66667
4807004,Czar,1991,Employment Rate,Male,,0.84615
4807004,Czar,1996,Employment Rate,Male,,0.64706
4807004,Czar,2001,Employment Rate,Male,,0.68750
4807004,Czar,2006,Employment Rate,Male,,0.69231
4807004,Czar,2011,Employment Rate,Male,,0.71400
4807004,Czar,2016,Employment Rate,Male,,0.80000
4807004,Czar,2021,Employment Rate,Male,,0.44000
4807004,Czar,1981,Employment Rate,Both,,0.42857
4807004,Czar,1986,Employment Rate,Both,,0.54167
4807004,Czar,1991,Employment Rate,Both,,0.65385
4807004,Czar,1996,Employment Rate,Both,,0.56250
4807004,Czar,2001,Employment Rate,Both,,0.50000
4807004,Czar,2006,Employment Rate,Both,,0.74100
4807004,Czar,2011,Employment Rate,Both,,0.60700
4807004,Czar,2016,Employment Rate,Both,,0.72200
4807004,Czar,2021,Employment Rate,Both,,0.42000
4807006,Hughenden,1981,Participation Rate,Female,,0.30000
4807006,Hughenden,1986,Participation Rate,Female,,0.36800
4807006,Hughenden,1991,Participation Rate,Female,,0.45000
4807006,Hughenden,1996,Participation Rate,Female,,0.56500
4807006,Hughenden,2001,Participation Rate,Female,,0.57100
4807006,Hughenden,2006,Participation Rate,Female,,0.64700
4807006,Hughenden,2011,Participation Rate,Female,,0.39100
4807006,Hughenden,2016,Participation Rate,Female,,0.50000
4807006,Hughenden,2021,Participation Rate,Female,,0.44000
4807006,Hughenden,1981,Participation Rate,Male,,0.60700
4807006,Hughenden,1986,Participation Rate,Male,,0.57900
4807006,Hughenden,1991,Participation Rate,Male,,0.63600
4807006,Hughenden,1996,Participation Rate,Male,,0.66700
4807006,Hughenden,2001,Participation Rate,Male,,0.83300
4807006,Hughenden,2006,Participation Rate,Male,,0.78900
4807006,Hughenden,2011,Participation Rate,Male,,0.49000
4807006,Hughenden,2016,Participation Rate,Male,,0.71400
4807006,Hughenden,2021,Participation Rate,Male,,0.77000
4807006,Hughenden,1981,Participation Rate,Both,,0.48936
4807006,Hughenden,1986,Participation Rate,Both,,0.47400
4807006,Hughenden,1991,Participation Rate,Both,,0.54800
4807006,Hughenden,1996,Participation Rate,Both,,0.63600
4807006,Hughenden,2001,Participation Rate,Both,,0.68400
4807006,Hughenden,2006,Participation Rate,Both,,0.70300
4807006,Hughenden,2011,Participation Rate,Both,,0.44700
4807006,Hughenden,2016,Participation Rate,Both,,0.62200
4807006,Hughenden,2021,Participation Rate,Both,,0.56000
4807006,Hughenden,1981,Unemployment Rate,Female,,0.00000
4807006,Hughenden,1986,Unemployment Rate,Female,,0.14300
4807006,Hughenden,1991,Unemployment Rate,Female,,0.22200
4807006,Hughenden,1996,Unemployment Rate,Female,,0.15400
4807006,Hughenden,2001,Unemployment Rate,Female,,0.00000
4807006,Hughenden,2006,Unemployment Rate,Female,,0.00000
4807006,Hughenden,2011,Unemployment Rate,Female,,0.00000
4807006,Hughenden,2016,Unemployment Rate,Female,,0.25000
4807006,Hughenden,2021,Unemployment Rate,Female,,0.00000
4807006,Hughenden,1981,Unemployment Rate,Male,,0.00000
4807006,Hughenden,1986,Unemployment Rate,Male,,0.00000
4807006,Hughenden,1991,Unemployment Rate,Male,,0.00000
4807006,Hughenden,1996,Unemployment Rate,Male,,0.00000
4807006,Hughenden,2001,Unemployment Rate,Male,,0.00000
4807006,Hughenden,2006,Unemployment Rate,Male,,0.13300
4807006,Hughenden,2011,Unemployment Rate,Male,,0.00000
4807006,Hughenden,2016,Unemployment Rate,Male,,0.13300
4807006,Hughenden,2021,Unemployment Rate,Male,,0.15000
4807006,Hughenden,1981,Unemployment Rate,Both,,0.08696
4807006,Hughenden,1986,Unemployment Rate,Both,,0.05600
4807006,Hughenden,1991,Unemployment Rate,Both,,0.17400
4807006,Hughenden,1996,Unemployment Rate,Both,,0.07100
4807006,Hughenden,2001,Unemployment Rate,Both,,0.11500
4807006,Hughenden,2006,Unemployment Rate,Both,,0.07700
4807006,Hughenden,2011,Unemployment Rate,Both,,0.00000
4807006,Hughenden,2016,Unemployment Rate,Both,,0.13000
4807006,Hughenden,2021,Unemployment Rate,Both,,0.11000
4807006,Hughenden,1981,Employment Rate,Female,,0.26316
4807006,Hughenden,1986,Employment Rate,Female,,0.31579
4807006,Hughenden,1991,Employment Rate,Female,,0.40000
4807006,Hughenden,1996,Employment Rate,Female,,0.43478
4807006,Hughenden,2001,Employment Rate,Female,,0.52381
4807006,Hughenden,2006,Employment Rate,Female,,0.64706
4807006,Hughenden,2011,Employment Rate,Female,,0.23900
4807006,Hughenden,2016,Employment Rate,Female,,0.43800
4807006,Hughenden,2021,Employment Rate,Female,,0.44000
4807006,Hughenden,1981,Employment Rate,Male,,0.57143
4807006,Hughenden,1986,Employment Rate,Male,,0.63158
4807006,Hughenden,1991,Employment Rate,Male,,0.54545
4807006,Hughenden,1996,Employment Rate,Male,,0.71429
4807006,Hughenden,2001,Employment Rate,Male,,0.72222
4807006,Hughenden,2006,Employment Rate,Male,,0.63158
4807006,Hughenden,2011,Employment Rate,Male,,0.46900
4807006,Hughenden,2016,Employment Rate,Male,,0.66700
4807006,Hughenden,2021,Employment Rate,Male,,0.65000
4807006,Hughenden,1981,Employment Rate,Both,,0.44681
4807006,Hughenden,1986,Employment Rate,Both,,0.47368
4807006,Hughenden,1991,Employment Rate,Both,,0.47619
4807006,Hughenden,1996,Employment Rate,Both,,0.56818
4807006,Hughenden,2001,Employment Rate,Both,,0.63200
4807006,Hughenden,2006,Employment Rate,Both,,0.62200
4807006,Hughenden,2011,Employment Rate,Both,,0.37200
4807006,Hughenden,2016,Employment Rate,Both,,0.54100
4807006,Hughenden,2021,Employment Rate,Both,,0.53000
4806008,Longview,1981,Participation Rate,Female,,0.15800
4806008,Longview,1986,Participation Rate,Female,,0.66700
4806008,Longview,1991,Participation Rate,Female,,0.64700
4806008,Longview,1996,Participation Rate,Female,,0.41700
4806008,Longview,2001,Participation Rate,Female,,0.45800
4806008,Longview,2006,Participation Rate,Female,,0.76000
4806008,Longview,2011,Participation Rate,Female,,0.50000
4806008,Longview,2016,Participation Rate,Female,,0.48100
4806008,Longview,2021,Participation Rate,Female,,0.46000
4806008,Longview,1981,Participation Rate,Male,,0.80000
4806008,Longview,1986,Participation Rate,Male,,0.77800
4806008,Longview,1991,Participation Rate,Male,,0.62500
4806008,Longview,1996,Participation Rate,Male,,0.80000
4806008,Longview,2001,Participation Rate,Male,,0.52000
4806008,Longview,2006,Participation Rate,Male,,0.81800
4806008,Longview,2011,Participation Rate,Male,,0.82800
4806008,Longview,2016,Participation Rate,Male,,0.64000
4806008,Longview,2021,Participation Rate,Male,,0.73000
4806008,Longview,1981,Participation Rate,Both,,0.52273
4806008,Longview,1986,Participation Rate,Both,,0.70000
4806008,Longview,1991,Participation Rate,Both,,0.64300
4806008,Longview,1996,Participation Rate,Both,,0.62500
4806008,Longview,2001,Participation Rate,Both,,0.47900
4806008,Longview,2006,Participation Rate,Both,,0.77100
4806008,Longview,2011,Participation Rate,Both,,0.68600
4806008,Longview,2016,Participation Rate,Both,,0.54700
4806008,Longview,2021,Participation Rate,Both,,0.60000
4806008,Longview,1981,Unemployment Rate,Female,,0.66700
4806008,Longview,1986,Unemployment Rate,Female,,0.00000
4806008,Longview,1991,Unemployment Rate,Female,,0.00000
4806008,Longview,1996,Unemployment Rate,Female,,0.00000
4806008,Longview,2001,Unemployment Rate,Female,,0.00000
4806008,Longview,2006,Unemployment Rate,Female,,0.00000
4806008,Longview,2011,Unemployment Rate,Female,,0.00000
4806008,Longview,2016,Unemployment Rate,Female,,0.00000
4806008,Longview,2021,Unemployment Rate,Female,,0.17000
4806008,Longview,1981,Unemployment Rate,Male,,0.00000
4806008,Longview,1986,Unemployment Rate,Male,,0.00000
4806008,Longview,1991,Unemployment Rate,Male,,0.13300
4806008,Longview,1996,Unemployment Rate,Male,,0.00000
4806008,Longview,2001,Unemployment Rate,Male,,0.00000
4806008,Longview,2006,Unemployment Rate,Male,,0.11100
4806008,Longview,2011,Unemployment Rate,Male,,0.54200
4806008,Longview,2016,Unemployment Rate,Male,,0.00000
4806008,Longview,2021,Unemployment Rate,Male,,0.11000
4806008,Longview,1981,Unemployment Rate,Both,,0.00000
4806008,Longview,1986,Unemployment Rate,Both,,0.00000
4806008,Longview,1991,Unemployment Rate,Both,,0.07400
4806008,Longview,1996,Unemployment Rate,Both,,0.00000
4806008,Longview,2001,Unemployment Rate,Both,,0.00000
4806008,Longview,2006,Unemployment Rate,Both,,0.05400
4806008,Longview,2011,Unemployment Rate,Both,,0.37100
4806008,Longview,2016,Unemployment Rate,Both,,0.06900
4806008,Longview,2021,Unemployment Rate,Both,,0.13000
4806008,Longview,1981,Employment Rate,Female,,0.10526
4806008,Longview,1986,Employment Rate,Female,,0.66667
4806008,Longview,1991,Employment Rate,Female,,0.64706
4806008,Longview,1996,Employment Rate,Female,,0.41667
4806008,Longview,2001,Employment Rate,Female,,0.45833
4806008,Longview,2006,Employment Rate,Female,,0.72000
4806008,Longview,2011,Employment Rate,Female,,0.45500
4806008,Longview,2016,Employment Rate,Female,,0.44400
4806008,Longview,2021,Employment Rate,Female,,0.39000
4806008,Longview,1981,Employment Rate,Male,,0.80000
4806008,Longview,1986,Employment Rate,Male,,0.83333
4806008,Longview,1991,Employment Rate,Male,,0.54167
4806008,Longview,1996,Employment Rate,Male,,0.72000
4806008,Longview,2001,Employment Rate,Male,,0.48000
4806008,Longview,2006,Employment Rate,Male,,0.72727
4806008,Longview,2011,Employment Rate,Male,,0.37900
4806008,Longview,2016,Employment Rate,Male,,0.68000
4806008,Longview,2021,Employment Rate,Male,,0.65000
4806008,Longview,1981,Employment Rate,Both,,0.50000
4806008,Longview,1986,Employment Rate,Both,,0.74359
4806008,Longview,1991,Employment Rate,Both,,0.57143
4806008,Longview,1996,Employment Rate,Both,,0.58333
4806008,Longview,2001,Employment Rate,Both,,0.47900
4806008,Longview,2006,Employment Rate,Both,,0.70800
4806008,Longview,2011,Employment Rate,Both,,0.41200
4806008,Longview,2016,Employment Rate,Both,,0.52800
4806008,Longview,2021,Employment Rate,Both,,0.52000
4806009,Turner Valley,1981,Participation Rate,Female,,0.47900
4806009,Turner Valley,1986,Participation Rate,Female,,0.49400
4806009,Turner Valley,1991,Participation Rate,Female,,0.55900
4806009,Turner Valley,1996,Participation Rate,Female,,0.62000
4806009,Turner Valley,2001,Participation Rate,Female,,0.57600
4806009,Turner Valley,2006,Participation Rate,Female,,0.60900
4806009,Turner Valley,2011,Participation Rate,Female,,0.66300
4806009,Turner Valley,2016,Participation Rate,Female,,0.65200
4806009,Turner Valley,2021,Participation Rate,Female,,0.56000
4806009,Turner Valley,1981,Participation Rate,Male,,0.75900
4806009,Turner Valley,1986,Participation Rate,Male,,0.76600
4806009,Turner Valley,1991,Participation Rate,Male,,0.74500
4806009,Turner Valley,1996,Participation Rate,Male,,0.78600
4806009,Turner Valley,2001,Participation Rate,Male,,0.78400
4806009,Turner Valley,2006,Participation Rate,Male,,0.75300
4806009,Turner Valley,2011,Participation Rate,Male,,0.83400
4806009,Turner Valley,2016,Participation Rate,Male,,0.70800
4806009,Turner Valley,2021,Participation Rate,Male,,0.67000
4806009,Turner Valley,1981,Participation Rate,Both,,0.61538
4806009,Turner Valley,1986,Participation Rate,Both,,0.64500
4806009,Turner Valley,1991,Participation Rate,Both,,0.64400
4806009,Turner Valley,1996,Participation Rate,Both,,0.70300
4806009,Turner Valley,2001,Participation Rate,Both,,0.67700
4806009,Turner Valley,2006,Participation Rate,Both,,0.68400
4806009,Turner Valley,2011,Participation Rate,Both,,0.74200
4806009,Turner Valley,2016,Participation Rate,Both,,0.68000
4806009,Turner Valley,2021,Participation Rate,Both,,0.61000
4806009,Turner Valley,1981,Unemployment Rate,Female,,0.06400
4806009,Turner Valley,1986,Unemployment Rate,Female,,0.13600
4806009,Turner Valley,1991,Unemployment Rate,Female,,0.14000
4806009,Turner Valley,1996,Unemployment Rate,Female,,0.06700
4806009,Turner Valley,2001,Unemployment Rate,Female,,0.00000
4806009,Turner Valley,2006,Unemployment Rate,Female,,0.00000
4806009,Turner Valley,2011,Unemployment Rate,Female,,0.02400
4806009,Turner Valley,2016,Unemployment Rate,Female,,0.06900
4806009,Turner Valley,2021,Unemployment Rate,Female,,0.10000
4806009,Turner Valley,1981,Unemployment Rate,Male,,0.03000
4806009,Turner Valley,1986,Unemployment Rate,Male,,0.15900
4806009,Turner Valley,1991,Unemployment Rate,Male,,0.10500
4806009,Turner Valley,1996,Unemployment Rate,Male,,0.06800
4806009,Turner Valley,2001,Unemployment Rate,Male,,0.04100
4806009,Turner Valley,2006,Unemployment Rate,Male,,0.03400
4806009,Turner Valley,2011,Unemployment Rate,Male,,0.05900
4806009,Turner Valley,2016,Unemployment Rate,Male,,0.11200
4806009,Turner Valley,2021,Unemployment Rate,Male,,0.07000
4806009,Turner Valley,1981,Unemployment Rate,Both,,0.01786
4806009,Turner Valley,1986,Unemployment Rate,Both,,0.15000
4806009,Turner Valley,1991,Unemployment Rate,Both,,0.11400
4806009,Turner Valley,1996,Unemployment Rate,Both,,0.06700
4806009,Turner Valley,2001,Unemployment Rate,Both,,0.01700
4806009,Turner Valley,2006,Unemployment Rate,Both,,0.02400
4806009,Turner Valley,2011,Unemployment Rate,Both,,0.03800
4806009,Turner Valley,2016,Unemployment Rate,Both,,0.09100
4806009,Turner Valley,2021,Unemployment Rate,Both,,0.08000
4806009,Turner Valley,1981,Employment Rate,Female,,0.45833
4806009,Turner Valley,1986,Employment Rate,Female,,0.43820
4806009,Turner Valley,1991,Employment Rate,Female,,0.49020
4806009,Turner Valley,1996,Employment Rate,Female,,0.58678
4806009,Turner Valley,2001,Employment Rate,Female,,0.57576
4806009,Turner Valley,2006,Employment Rate,Female,,0.60256
4806009,Turner Valley,2011,Employment Rate,Female,,0.65300
4806009,Turner Valley,2016,Employment Rate,Female,,0.60700
4806009,Turner Valley,2021,Employment Rate,Female,,0.51000
4806009,Turner Valley,1981,Employment Rate,Male,,0.74419
4806009,Turner Valley,1986,Employment Rate,Male,,0.64486
4806009,Turner Valley,1991,Employment Rate,Male,,0.65686
4806009,Turner Valley,1996,Employment Rate,Male,,0.72321
4806009,Turner Valley,2001,Employment Rate,Male,,0.76000
4806009,Turner Valley,2006,Employment Rate,Male,,0.72727
4806009,Turner Valley,2011,Employment Rate,Male,,0.77900
4806009,Turner Valley,2016,Employment Rate,Male,,0.63400
4806009,Turner Valley,2021,Employment Rate,Male,,0.63000
4806009,Turner Valley,1981,Employment Rate,Both,,0.59341
4806009,Turner Valley,1986,Employment Rate,Both,,0.55102
4806009,Turner Valley,1991,Employment Rate,Both,,0.57561
4806009,Turner Valley,1996,Employment Rate,Both,,0.65086
4806009,Turner Valley,2001,Employment Rate,Both,,0.66500
4806009,Turner Valley,2006,Employment Rate,Both,,0.66500
4806009,Turner Valley,2011,Employment Rate,Both,,0.71100
4806009,Turner Valley,2016,Employment Rate,Both,,0.61800
4806009,Turner Valley,2021,Employment Rate,Both,,0.57000
4806011,Black Diamond,1981,Participation Rate,Female,,0.42600
4806011,Black Diamond,1986,Participation Rate,Female,,0.45500
4806011,Black Diamond,1991,Participation Rate,Female,,0.62100
4806011,Black Diamond,1996,Participation Rate,Female,,0.48800
4806011,Black Diamond,2001,Participation Rate,Female,,0.64800
4806011,Black Diamond,2006,Participation Rate,Female,,0.62800
4806011,Black Diamond,2011,Participation Rate,Female,,0.66800
4806011,Black Diamond,2016,Participation Rate,Female,,0.58700
4806011,Black Diamond,2021,Participation Rate,Female,,0.54000
4806011,Black Diamond,1981,Participation Rate,Male,,0.79400
4806011,Black Diamond,1986,Participation Rate,Male,,0.66700
4806011,Black Diamond,1991,Participation Rate,Male,,0.72700
4806011,Black Diamond,1996,Participation Rate,Male,,0.69600
4806011,Black Diamond,2001,Participation Rate,Male,,0.77200
4806011,Black Diamond,2006,Participation Rate,Male,,0.77000
4806011,Black Diamond,2011,Participation Rate,Male,,0.68100
4806011,Black Diamond,2016,Participation Rate,Male,,0.73000
4806011,Black Diamond,2021,Participation Rate,Male,,0.60000
4806011,Black Diamond,1981,Participation Rate,Both,,0.62245
4806011,Black Diamond,1986,Participation Rate,Both,,0.55600
4806011,Black Diamond,1991,Participation Rate,Both,,0.67900
4806011,Black Diamond,1996,Participation Rate,Both,,0.59900
4806011,Black Diamond,2001,Participation Rate,Both,,0.70900
4806011,Black Diamond,2006,Participation Rate,Both,,0.69600
4806011,Black Diamond,2011,Participation Rate,Both,,0.67500
4806011,Black Diamond,2016,Participation Rate,Both,,0.65400
4806011,Black Diamond,2021,Participation Rate,Both,,0.57000
4806011,Black Diamond,1981,Unemployment Rate,Female,,0.05000
4806011,Black Diamond,1986,Unemployment Rate,Female,,0.13700
4806011,Black Diamond,1991,Unemployment Rate,Female,,0.12500
4806011,Black Diamond,1996,Unemployment Rate,Female,,0.06500
4806011,Black Diamond,2001,Unemployment Rate,Female,,0.04300
4806011,Black Diamond,2006,Unemployment Rate,Female,,0.02000
4806011,Black Diamond,2011,Unemployment Rate,Female,,0.02400
4806011,Black Diamond,2016,Unemployment Rate,Female,,0.08600
4806011,Black Diamond,2021,Unemployment Rate,Female,,0.13000
4806011,Black Diamond,1981,Unemployment Rate,Male,,0.03700
4806011,Black Diamond,1986,Unemployment Rate,Male,,0.12900
4806011,Black Diamond,1991,Unemployment Rate,Male,,0.10000
4806011,Black Diamond,1996,Unemployment Rate,Male,,0.09600
4806011,Black Diamond,2001,Unemployment Rate,Male,,0.02900
4806011,Black Diamond,2006,Unemployment Rate,Male,,0.01700
4806011,Black Diamond,2011,Unemployment Rate,Male,,0.06300
4806011,Black Diamond,2016,Unemployment Rate,Male,,0.11000
4806011,Black Diamond,2021,Unemployment Rate,Male,,0.08000
4806011,Black Diamond,1981,Unemployment Rate,Both,,0.04098
4806011,Black Diamond,1986,Unemployment Rate,Both,,0.13200
4806011,Black Diamond,1991,Unemployment Rate,Both,,0.11200
4806011,Black Diamond,1996,Unemployment Rate,Both,,0.07600
4806011,Black Diamond,2001,Unemployment Rate,Both,,0.04100
4806011,Black Diamond,2006,Unemployment Rate,Both,,0.01900
4806011,Black Diamond,2011,Unemployment Rate,Both,,0.04400
4806011,Black Diamond,2016,Unemployment Rate,Both,,0.09500
4806011,Black Diamond,2021,Unemployment Rate,Both,,0.10000
4806011,Black Diamond,1981,Employment Rate,Female,,0.41489
4806011,Black Diamond,1986,Employment Rate,Female,,0.40179
4806011,Black Diamond,1991,Employment Rate,Female,,0.54310
4806011,Black Diamond,1996,Employment Rate,Female,,0.45669
4806011,Black Diamond,2001,Employment Rate,Female,,0.61268
4806011,Black Diamond,2006,Employment Rate,Female,,0.60897
4806011,Black Diamond,2011,Employment Rate,Female,,0.65200
4806011,Black Diamond,2016,Employment Rate,Female,,0.54100
4806011,Black Diamond,2021,Employment Rate,Female,,0.47000
4806011,Black Diamond,1981,Employment Rate,Male,,0.76471
4806011,Black Diamond,1986,Employment Rate,Male,,0.58065
4806011,Black Diamond,1991,Employment Rate,Male,,0.66364
4806011,Black Diamond,1996,Employment Rate,Male,,0.63704
4806011,Black Diamond,2001,Employment Rate,Male,,0.75000
4806011,Black Diamond,2006,Employment Rate,Male,,0.75658
4806011,Black Diamond,2011,Employment Rate,Male,,0.64300
4806011,Black Diamond,2016,Employment Rate,Male,,0.65500
4806011,Black Diamond,2021,Employment Rate,Male,,0.56000
4806011,Black Diamond,1981,Employment Rate,Both,,0.59694
4806011,Black Diamond,1986,Employment Rate,Both,,0.48293
4806011,Black Diamond,1991,Employment Rate,Both,,0.60714
4806011,Black Diamond,1996,Employment Rate,Both,,0.54962
4806011,Black Diamond,2001,Employment Rate,Both,,0.68000
4806011,Black Diamond,2006,Employment Rate,Both,,0.68000
4806011,Black Diamond,2011,Employment Rate,Both,,0.64500
4806011,Black Diamond,2016,Employment Rate,Both,,0.59200
4806011,Black Diamond,2021,Employment Rate,Both,,0.52000
4806012,Okotoks,1981,Participation Rate,Female,,0.57400
4806012,Okotoks,1986,Participation Rate,Female,,0.64200
4806012,Okotoks,1991,Participation Rate,Female,,0.67900
4806012,Okotoks,1996,Participation Rate,Female,,0.70700
4806012,Okotoks,2001,Participation Rate,Female,,0.70300
4806012,Okotoks,2006,Participation Rate,Female,,0.72700
4806012,Okotoks,2011,Participation Rate,Female,,0.70800
4806012,Okotoks,2016,Participation Rate,Female,,0.68200
4806012,Okotoks,2021,Participation Rate,Female,,0.64000
4806012,Okotoks,1981,Participation Rate,Male,,0.92900
4806012,Okotoks,1986,Participation Rate,Male,,0.86000
4806012,Okotoks,1991,Participation Rate,Male,,0.88200
4806012,Okotoks,1996,Participation Rate,Male,,0.83800
4806012,Okotoks,2001,Participation Rate,Male,,0.84900
4806012,Okotoks,2006,Participation Rate,Male,,0.85100
4806012,Okotoks,2011,Participation Rate,Male,,0.82000
4806012,Okotoks,2016,Participation Rate,Male,,0.78800
4806012,Okotoks,2021,Participation Rate,Male,,0.73000
4806012,Okotoks,1981,Participation Rate,Both,,0.75526
4806012,Okotoks,1986,Participation Rate,Both,,0.75100
4806012,Okotoks,1991,Participation Rate,Both,,0.78100
4806012,Okotoks,1996,Participation Rate,Both,,0.77200
4806012,Okotoks,2001,Participation Rate,Both,,0.77500
4806012,Okotoks,2006,Participation Rate,Both,,0.78800
4806012,Okotoks,2011,Participation Rate,Both,,0.76300
4806012,Okotoks,2016,Participation Rate,Both,,0.73400
4806012,Okotoks,2021,Participation Rate,Both,,0.68000
4806012,Okotoks,1981,Unemployment Rate,Female,,0.02700
4806012,Okotoks,1986,Unemployment Rate,Female,,0.10300
4806012,Okotoks,1991,Unemployment Rate,Female,,0.05000
4806012,Okotoks,1996,Unemployment Rate,Female,,0.04300
4806012,Okotoks,2001,Unemployment Rate,Female,,0.04000
4806012,Okotoks,2006,Unemployment Rate,Female,,0.03300
4806012,Okotoks,2011,Unemployment Rate,Female,,0.06400
4806012,Okotoks,2016,Unemployment Rate,Female,,0.06500
4806012,Okotoks,2021,Unemployment Rate,Female,,0.10000
4806012,Okotoks,1981,Unemployment Rate,Male,,0.02000
4806012,Okotoks,1986,Unemployment Rate,Male,,0.07000
4806012,Okotoks,1991,Unemployment Rate,Male,,0.05500
4806012,Okotoks,1996,Unemployment Rate,Male,,0.04700
4806012,Okotoks,2001,Unemployment Rate,Male,,0.03600
4806012,Okotoks,2006,Unemployment Rate,Male,,0.02400
4806012,Okotoks,2011,Unemployment Rate,Male,,0.05200
4806012,Okotoks,2016,Unemployment Rate,Male,,0.08800
4806012,Okotoks,2021,Unemployment Rate,Male,,0.09000
4806012,Okotoks,1981,Unemployment Rate,Both,,0.02532
4806012,Okotoks,1986,Unemployment Rate,Both,,0.08400
4806012,Okotoks,1991,Unemployment Rate,Both,,0.05400
4806012,Okotoks,1996,Unemployment Rate,Both,,0.04500
4806012,Okotoks,2001,Unemployment Rate,Both,,0.03800
4806012,Okotoks,2006,Unemployment Rate,Both,,0.02900
4806012,Okotoks,2011,Unemployment Rate,Both,,0.05800
4806012,Okotoks,2016,Unemployment Rate,Both,,0.07700
4806012,Okotoks,2021,Unemployment Rate,Both,,0.09000
4806012,Okotoks,1981,Employment Rate,Female,,0.55469
4806012,Okotoks,1986,Employment Rate,Female,,0.57880
4806012,Okotoks,1991,Employment Rate,Female,,0.64334
4806012,Okotoks,1996,Employment Rate,Female,,0.67791
4806012,Okotoks,2001,Employment Rate,Female,,0.67485
4806012,Okotoks,2006,Employment Rate,Female,,0.70224
4806012,Okotoks,2011,Employment Rate,Female,,0.66200
4806012,Okotoks,2016,Employment Rate,Female,,0.63700
4806012,Okotoks,2021,Employment Rate,Female,,0.58000
4806012,Okotoks,1981,Employment Rate,Male,,0.90637
4806012,Okotoks,1986,Employment Rate,Male,,0.79943
4806012,Okotoks,1991,Employment Rate,Male,,0.83333
4806012,Okotoks,1996,Employment Rate,Male,,0.79898
4806012,Okotoks,2001,Employment Rate,Male,,0.81906
4806012,Okotoks,2006,Employment Rate,Male,,0.82950
4806012,Okotoks,2011,Employment Rate,Male,,0.77700
4806012,Okotoks,2016,Employment Rate,Male,,0.71900
4806012,Okotoks,2021,Employment Rate,Male,,0.66000
4806012,Okotoks,1981,Employment Rate,Both,,0.73423
4806012,Okotoks,1986,Employment Rate,Both,,0.68911
4806012,Okotoks,1991,Employment Rate,Both,,0.73937
4806012,Okotoks,1996,Employment Rate,Both,,0.73666
4806012,Okotoks,2001,Employment Rate,Both,,0.74500
4806012,Okotoks,2006,Employment Rate,Both,,0.76500
4806012,Okotoks,2011,Employment Rate,Both,,0.71900
4806012,Okotoks,2016,Employment Rate,Both,,0.67800
4806012,Okotoks,2021,Employment Rate,Both,,0.62000
4806014,Rocky View County,1981,Participation Rate,Female,,0.55900
4806014,Rocky View County,1986,Participation Rate,Female,,0.63200
4806014,Rocky View County,1991,Participation Rate,Female,,0.70500
4806014,Rocky View County,1996,Participation Rate,Female,,0.71900
4806014,Rocky View County,2001,Participation Rate,Female,,0.72200
4806014,Rocky View County,2006,Participation Rate,Female,,0.68900
4806014,Rocky View County,2011,Participation Rate,Female,,0.66700
4806014,Rocky View County,2016,Participation Rate,Female,,0.63000
4806014,Rocky View County,2021,Participation Rate,Female,,0.60000
4806014,Rocky View County,1981,Participation Rate,Male,,0.87100
4806014,Rocky View County,1986,Participation Rate,Male,,0.86800
4806014,Rocky View County,1991,Participation Rate,Male,,0.85300
4806014,Rocky View County,1996,Participation Rate,Male,,0.86400
4806014,Rocky View County,2001,Participation Rate,Male,,0.84700
4806014,Rocky View County,2006,Participation Rate,Male,,0.82300
4806014,Rocky View County,2011,Participation Rate,Male,,0.80000
4806014,Rocky View County,2016,Participation Rate,Male,,0.75900
4806014,Rocky View County,2021,Participation Rate,Male,,0.70000
4806014,Rocky View County,1981,Participation Rate,Both,,0.72266
4806014,Rocky View County,1986,Participation Rate,Both,,0.75600
4806014,Rocky View County,1991,Participation Rate,Both,,0.78100
4806014,Rocky View County,1996,Participation Rate,Both,,0.79400
4806014,Rocky View County,2001,Participation Rate,Both,,0.78600
4806014,Rocky View County,2006,Participation Rate,Both,,0.75700
4806014,Rocky View County,2011,Participation Rate,Both,,0.73400
4806014,Rocky View County,2016,Participation Rate,Both,,0.69600
4806014,Rocky View County,2021,Participation Rate,Both,,0.65000
4806014,Rocky View County,1981,Unemployment Rate,Female,,0.01200
4806014,Rocky View County,1986,Unemployment Rate,Female,,0.07000
4806014,Rocky View County,1991,Unemployment Rate,Female,,0.05000
4806014,Rocky View County,1996,Unemployment Rate,Female,,0.04100
4806014,Rocky View County,2001,Unemployment Rate,Female,,0.03300
